Unnamed: 0,コース１,コース１.1,コース１.2,コース１.3,コース2,コース2.1,コース2.2,コース2.3,Par,Yards,CourseRating,SlopeRating
高根カントリー倶楽部,東,Aグリーン,FT2,2017.04.04,西,Aグリーン,FT2,2017.04.04,72,5454,72.6,126
高根カントリー倶楽部,東,Aグリーン,FT3,2017.04.04,西,Aグリーン,FT3,2017.04.04,72,5235,71.4,124
高根カントリー倶楽部,東,Bグリーン,BT1,2017.04.04,西,Bグリーン,BT1,2017.04.04,72,6508,78.3,140
高根カントリー倶楽部,東,Bグリーン,BT2,2017.04.04,西,Bグリーン,BT2,2017.04.04,72,6241,76.8,137
高根カントリー倶楽部,東,Bグリーン,RT,2017.04.04,西,Bグリーン,RT,2017.04.04,72,5921,75.1,134
高根カントリー倶楽部,東,Bグリーン,FT1,2017.04.04,西,Bグリーン,FT1,2017.04.04,72,5560,73.1,129
高根カントリー倶楽部,東,Bグリーン,FT2,2017.04.04,西,Bグリーン,FT2,2017.04.04,72,5317,71.8,127
高根カントリー倶楽部,東,Bグリーン,FT3,2017.04.04,西,Bグリーン,FT3,2017.04.04,72,5113,70.7,124
玉川カントリークラブ,アウト,ベント,バック,2020.07.08,イン,ベント,バック,2020.07.08,72,6697,78.8,144
玉川カントリークラブ,アウト,ベント,レギュラー,2020.07.08,イン,ベント,レギュラー,2020.07.08,72,6073,75.4,137
玉川カントリークラブ,アウト,ベント,フロント1,2020.07.08,イン,ベント,フロント1,2020.07.08,72,5375,71.5,130
玉川カントリークラブ,アウト,ベント,フロント2,2020.07.08,イン,ベント,フロント2,2020.07.08,72,4852,68.7,124
秩父国際カントリークラブ,アウト,ベント,バック,2010.09.28,イン,ベント,バック,2010.09.28,72,5892,73.5,130
秩父国際カントリークラブ,アウト,ベント,レギュラー,2010.09.28,イン,ベント,レギュラー,2010.09.28,72,5575,71.8,125
秩父国際カントリークラブ,アウト,ベント,フロント1,2010.09.28,イン,ベント,フロント1,2010.09.28,72,4525,67.1,112
秩父国際カントリークラブ,アウト,高麗,バック,2010.09.28,イン,高麗,バック,2010.09.28,72,5715,72.4,127
秩父国際カントリークラブ,アウト,高麗,レギュラー,2010.09.28,イン,高麗,レギュラー,2010.09.28,72,5398,70.7,122
秩父国際カントリークラブ,アウト,高麗,フロント1,2010.09.28,イン,高麗,フロント1,2010.09.28,72,4348,66.3,110
東京ゴルフ倶楽部,アウト,朝霞,Green,2019.04.12,イン,朝霞,Green,2019.04.12,72,7215,81.0,145
東京ゴルフ倶楽部,アウト,朝霞,Black,2019.04.12,イン,朝霞,Black,2019.04.12,72,6831,78.9,140
東京ゴルフ倶楽部,アウト,朝霞,Blue,2019.04.12,イン,朝霞,Blue,2019.04.12,72,6559,77.4,137
東京ゴルフ倶楽部,アウト,朝霞,White1,2019.04.12,イン,朝霞,White1,2019.04.12,72,6202,75.3,133
東京ゴルフ倶楽部,アウト,朝霞,White2,2019.04.12,イン,朝霞,White2,2019.04.12,72,6084,74.7,131
東京ゴルフ倶楽部,アウト,朝霞,Red,2019.04.12,イン,朝霞,Red,2019.04.12,72,5397,70.9,123
東京ゴルフ倶楽部,アウト,知々夫,Green,2019.04.12,イン,知々夫,Green,2019.04.12,72,6959,79.8,142
東京ゴルフ倶楽部,アウト,知々夫,Black,2019.04.12,イン,知々夫,Black,2019.04.12,72,6617,78.0,138
東京ゴルフ倶楽部,アウト,知々夫,Blue,2019.04.12,イン,知々夫,Blue,2019.04.12,72,6361,76.5,135
東京ゴルフ倶楽部,アウト,知々夫,White1,2019.04.12,イン,知々夫,White1,2019.04.12,72,6024,74.6,131
東京ゴルフ倶楽部,アウト,知々夫,White2,2019.04.12,イン,知々夫,White2,2019.04.12,72,5894,73.9,129
東京ゴルフ倶楽部,アウト,知々夫,Red,2019.04.12,イン,知々夫,Red,2019.04.12,72,5226,70.2,121
長瀞カントリークラブ,アウト,LEFT,バック,2021.08.05,イン,LEFT,バック,2021.08.05,72,6404,76.7,135
長瀞カントリークラブ,アウト,LEFT,レギュラー,2021.08.05,イン,LEFT,レギュラー,2021.08.05,72,6244,76.0,132
長瀞カントリークラブ,アウト,LEFT,フロント 1,2021.08.05,イン,LEFT,フロント 1,2021.08.05,72,5974,74.7,129
長瀞カントリークラブ,アウト,LEFT,フロント 2,2021.08.05,イン,LEFT,フロント 2,2021.08.05,72,5285,70.9,121
長瀞カントリークラブ,アウト,LEFT,レディース 1,2021.08.05,イン,LEFT,レディース 1,2021.08.05,72,5132,70.0,120
長瀞カントリークラブ,アウト,LEFT,レディース 2,2021.08.05,イン,LEFT,レディース 2,2021.08.05,72,5013,69.4,119
長瀞カントリークラブ,アウト,RIGHT,バック,2021.08.05,イン,RIGHT,バック,2021.08.05,72,6431,77.3,135
長瀞カントリークラブ,アウト,RIGHT,レギュラー,2021.08.05,イン,RIGHT,レギュラー,2021.08.05,72,6271,76.3,133
長瀞カントリークラブ,アウト,RIGHT,フロント 1,2021.08.05,イン,RIGHT,フロント 1,2021.08.05,72,5986,74.9,130
長瀞カントリークラブ,アウト,RIGHT,フロント 2,2021.08.05,イン,RIGHT,フロント 2,2021.08.05,72,5312,71.2,122
長瀞カントリークラブ,アウト,RIGHT,レディース 1,2021.08.05,イン,RIGHT,レディース 1,2021.08.05,72,5159,70.4,121
長瀞カントリークラブ,アウト,RIGHT,レディース 2,2021.08.05,イン,RIGHT,レディース 2,2021.08.05,72,5055,69.9,119
日本カントリークラブ,アウト,Aグリーン,バック,2021.06.21,イン,Aグリーン,バック,2021.06.21,72,6529,77.9,143
日本カントリークラブ,アウト,Aグリーン,バック2,2021.06.21,イン,Aグリーン,バック2,2021.06.21,72,6464,77.5,142
日本カントリークラブ,アウト,Aグリーン,レギュラー,2021.06.21,イン,Aグリーン,レギュラー,2021.06.21,72,6197,76.0,140
日本カントリークラブ,アウト,Aグリーン,レディース,2021.06.21,イン,Aグリーン,レディース,2021.06.21,72,5460,72.3,131
日本カントリークラブ,アウト,Aグリーン,レディース2,2021.06.21,イン,Aグリーン,レディース2,2021.06.21,72,5151,70.6,128
日本カントリークラブ,アウト,Bグリーン,バック,2021.06.21,イン,Bグリーン,バック,2021.06.21,72,6351,76.5,142
日本カントリークラブ,アウト,Bグリーン,バック2,2021.06.21,イン,Bグリーン,バック2,2021.06.21,72,6273,76.1,141
日本カントリークラブ,アウト,Bグリーン,レギュラー,2021.06.21,イン,Bグリーン,レギュラー,2021.06.21,72,6012,74.7,139
日本カントリークラブ,アウト,Bグリーン,レディース,2021.06.21,イン,Bグリーン,レディース,2021.06.21,72,6269,70.8,131
日本カントリークラブ,アウト,Bグリーン,レディース2,2021.06.21,イン,Bグリーン,レディース2,2021.06.21,72,4965,69.1,127
ノーザンカントリークラブ錦ヶ原ゴルフ場,OUT,ベント,フルバック,2021.09.22,IN,バミューダ,フルバック,2021.09.22,73,6554,77.4,130
ノーザンカントリークラブ錦ヶ原ゴルフ場,OUT,ベント,バック,2021.09.22,IN,バミューダ,バック,2021.09.22,73,6381,76.4,128
ノーザンカントリークラブ錦ヶ原ゴルフ場,OUT,ベント,レギュラー,2021.09.22,IN,バミューダ,レギュラー,2021.09.22,73,6070,74.7,124
ノーザンカントリークラブ錦ヶ原ゴルフ場,OUT,ベント,フロント,2021.09.22,IN,バミューダ,フロント,2021.09.22,73,5349,70.7,116
ノーザンカントリークラブ錦ヶ原ゴルフ場,OUT,ベント,レディース,2021.09.22,IN,バミューダ,レディース,2021.09.22,73,5030,69.0,112
ノーザンカントリークラブ錦ヶ原ゴルフ場,OUT,高麗,フルバック,2021.09.22,IN,高麗,フルバック,2021.09.22,73,6521,76.8,129
ノーザンカントリークラブ錦ヶ原ゴルフ場,OUT,高麗,バック,2021.09.22,IN,高麗,バック,2021.09.22,73,6348,76.0,127
ノーザンカントリークラブ錦ヶ原ゴルフ場,OUT,高麗,レギュラー,2021.09.22,IN,高麗,レギュラー,2021.09.22,73,6041,74.3,123
ノーザンカントリークラブ錦ヶ原ゴルフ場,OUT,高麗,フロント,2021.09.22,IN,高麗,フロント,2021.09.22,73,5321,70.3,115
ノーザンカントリークラブ錦ヶ原ゴルフ場,OUT,高麗,レディース,2021.09.22,IN,高麗,レディース,2021.09.22,73,5002,68.5,111
鳩山カントリークラブ,アウト,Aグリーン,ブラック,2019.08.23,イン,Aグリーン,ブラック,2019.08.23,72,7155,81.5,145
鳩山カントリークラブ,アウト,Aグリーン,ブルー,2019.08.23,イン,Aグリーン,ブルー,2019.08.23,72,6780,79.3,141
鳩山カントリークラブ,アウト,Aグリーン,ホワイト,2019.08.23,イン,Aグリーン,ホワイト,2019.08.23,72,6270,76.3,135
鳩山カントリークラブ,アウト,Aグリーン,レッド,2019.08.23,イン,Aグリーン,レッド,2019.08.23,72,5753,73.4,129
鳩山カントリークラブ,アウト,Aグリーン,ピンク,2019.08.23,イン,Aグリーン,ピンク,2019.08.23,72,4901,68.5,119
鳩山カントリークラブ,アウト,Bグリーン,ブラック,2019.08.23,イン,Bグリーン,ブラック,2019.08.23,72,7105,80.9,145
鳩山カントリークラブ,アウト,Bグリーン,ブルー,2019.08.23,イン,Bグリーン,ブルー,2019.08.23,72,6706,78.5,141
鳩山カントリークラブ,アウト,Bグリーン,ホワイト,2019.08.23,イン,Bグリーン,ホワイト,2019.08.23,72,6205,75.7,135
鳩山カントリークラブ,アウト,Bグリーン,レッド,2019.08.23,イン,Bグリーン,レッド,2019.08.23,72,5687,72.6,129
鳩山カントリークラブ,アウト,Bグリーン,ピンク,2019.08.23,イン,Bグリーン,ピンク,2019.08.23,72,4835,67.9,118
飯能くすの樹カントリー倶楽部,アウト,ベント,バック,2021.03.31,イン,ベント,バック,2021.03.31,72,6721,77.7,142
飯能くすの樹カントリー倶楽部,アウト,ベント,レギュラー1,2021.03.31,イン,ベント,レギュラー1,2021.03.31,72,6262,75.2,137
飯能くすの樹カントリー倶楽部,アウト,ベント,レギュラー2,2021.03.31,イン,ベント,レギュラー2,2021.03.31,72,5699,72.2,131
飯能くすの樹カントリー倶楽部,アウト,ベント,レディース,2021.03.31,イン,ベント,レディース,2021.03.31,72,5351,70.3,126
飯能グリーンカントリークラブ,アウト,ベント,バック,2020.11.10,イン,ベント,バック,2020.11.10,72,6649,79.6,141
飯能グリーンカントリークラブ,アウト,ベント,レギュラー,2020.11.10,イン,ベント,レギュラー,2020.11.10,72,6229,77.1,135
飯能グリーンカントリークラブ,アウト,ベント,フロント1,2020.11.10,イン,ベント,フロント1,2020.11.10,72,5783,74.3,132
飯能グリーンカントリークラブ,アウト,ベント,フロント2,2020.11.10,イン,ベント,フロント2,2020.11.10,72,5367,71.6,128
飯能グリーンカントリークラブ,アウト,コーライ,バック,2020.11.10,イン,コーライ,バック,2020.11.10,72,6389,77.1,139
飯能グリーンカントリークラブ,アウト,コーライ,レギュラー,2020.11.10,イン,コーライ,レギュラー,2020.11.10,72,5969,74.7,134
飯能グリーンカントリークラブ,アウト,コーライ,フロント1,2020.11.10,イン,コーライ,フロント1,2020.11.10,72,5523,72.1,129
飯能グリーンカントリークラブ,アウト,コーライ,フロント2,2020.11.10,イン,コーライ,フロント2,2020.11.10,72,5107,69.6,125
飯能ゴルフクラブ,アウト,Aグリーン,バック,2014.07.23,イン,Aグリーン,バック,2014.07.23,72,6910,80.4,143
飯能ゴルフクラブ,アウト,Aグリーン,レギュラー,2014.07.23,イン,Aグリーン,レギュラー,2014.07.23,72,6459,77.8,138
飯能ゴルフクラブ,アウト,Aグリーン,フロント,2014.07.23,イン,Aグリーン,フロント,2014.07.23,72,6187,76.1,133
飯能ゴルフクラブ,アウト,Aグリーン,レディース,2014.07.23,イン,Aグリーン,レディース,2014.07.23,72,5853,74.0,131
飯能ゴルフクラブ,アウト,Bグリーン,バック,2014.07.23,イン,Bグリーン,バック,2014.07.23,72,6560,78.1,140
飯能ゴルフクラブ,アウト,Bグリーン,レギュラー,2014.07.23,イン,Bグリーン,レギュラー,2014.07.23,72,6110,75.6,134
飯能ゴルフクラブ,アウト,Bグリーン,フロント,2014.07.23,イン,Bグリーン,フロント,2014.07.23,72,5837,73.9,131
飯能ゴルフクラブ,アウト,Bグリーン,レディース,2014.07.23,イン,Bグリーン,レディース,2014.07.23,72,5503,71.8,128
飯能パークカントリークラブ,OUT,ベント,Back,2014.07.04,IN,ベント,Back,2014.07.04,72,6514,78.2,136
飯能パークカントリークラブ,OUT,ベント,Regular,2014.07.04,IN,ベント,Regular,2014.07.04,72,6123,75.9,131
飯能パークカントリークラブ,OUT,ベント,Front,2014.07.04,IN,ベント,Front,2014.07.04,72,5849,74.3,127
飯能パークカントリークラブ,OUT,ベント,Ladies,2014.07.04,IN,ベント,Ladies,2014.07.04,72,5277,70.8,122
飯能パークカントリークラブ,OUT,高麗,Back,2014.07.04,IN,高麗,Back,2014.07.04,72,6332,77.0,135
飯能パークカントリークラブ,OUT,高麗,Regular,2014.07.04,IN,高麗,Regular,2014.07.04,72,5941,74.8,130
飯能パークカントリークラブ,OUT,高麗,Front,2014.07.04,IN,高麗,Front,2014.07.04,72,5667,73.1,127
飯能パークカントリークラブ,OUT,高麗,Ladies,2014.07.04,IN,高麗,Ladies,2014.07.04,72,5168,70.0,121
東松山カントリークラブ,東,Aグリーン,チャンピオン,2018.07.10,中,Aグリーン,チャンピオン,2018.07.10,72,6974,80.4,146
東松山カントリークラブ,東,Aグリーン,バック,2018.07.10,中,Aグリーン,バック,2018.07.10,72,6612,78.6,140
東松山カントリークラブ,東,Aグリーン,レギュラー,2018.07.10,中,Aグリーン,レギュラー,2018.07.10,72,6315,76.9,137
東松山カントリークラブ,東,Aグリーン,フロント,2018.07.10,中,Aグリーン,フロント,2018.07.10,72,5838,74.2,132
東松山カントリークラブ,東,Aグリーン,レディース,2018.07.10,中,Aグリーン,レディース,2018.07.10,72,5596,73.0,129
東松山カントリークラブ,東,Lグリーン,チャンピオン,2018.07.10,中,Lグリーン,チャンピオン,2018.07.10,72,6734,79.1,141
東松山カントリークラブ,東,Lグリーン,バック,2018.07.10,中,Lグリーン,バック,2018.07.10,72,6372,77.1,137
東松山カントリークラブ,東,Lグリーン,レギュラー,2018.07.10,中,Lグリーン,レギュラー,2018.07.10,72,6075,75.5,133
東松山カントリークラブ,東,Lグリーン,フロント,2018.07.10,中,Lグリーン,フロント,2018.07.10,72,5598,73.0,128
東松山カントリークラブ,東,Lグリーン,レディース,2018.07.10,中,Lグリーン,レディース,2018.07.10,72,5356,71.6,125
東松山カントリークラブ,中,Aグリーン,チャンピオン,2018.07.10,西,Aグリーン,チャンピオン,2018.07.10,72,7036,80.5,141
東松山カントリークラブ,中,Aグリーン,バック,2018.07.10,西,Aグリーン,バック,2018.07.10,72,6693,78.7,136
東松山カントリークラブ,中,Aグリーン,レギュラー,2018.07.10,西,Aグリーン,レギュラー,2018.07.10,72,6400,77.0,133
東松山カントリークラブ,中,Aグリーン,フロント,2018.07.10,西,Aグリーン,フロント,2018.07.10,72,5949,74.5,128
東松山カントリークラブ,中,Aグリーン,レディース,2018.07.10,西,Aグリーン,レディース,2018.07.10,72,5504,72.2,122
東松山カントリークラブ,中,Lグリーン,チャンピオン,2018.07.10,西,Lグリーン,チャンピオン,2018.07.10,72,6706,78.6,138
東松山カントリークラブ,中,Lグリーン,バック,2018.07.10,西,Lグリーン,バック,2018.07.10,72,6363,76.8,134
東松山カントリークラブ,中,Lグリーン,レギュラー,2018.07.10,西,Lグリーン,レギュラー,2018.07.10,72,6070,75.2,130
東松山カントリークラブ,中,Lグリーン,フロント,2018.07.10,西,Lグリーン,フロント,2018.07.10,72,5619,72.8,125
東松山カントリークラブ,中,Lグリーン,レディース,2018.07.10,西,Lグリーン,レディース,2018.07.10,72,5174,70.4,120
東松山カントリークラブ,西,Aグリーン,チャンピオン,2018.07.10,東,Aグリーン,チャンピオン,2018.07.10,72,6888,79.9,138
東松山カントリークラブ,西,Aグリーン,バック,2018.07.10,東,Aグリーン,バック,2018.07.10,72,6547,78.1,134
東松山カントリークラブ,西,Aグリーン,レギュラー,2018.07.10,東,Aグリーン,レギュラー,2018.07.10,72,6301,76.7,132
東松山カントリークラブ,西,Aグリーン,フロント,2018.07.10,東,Aグリーン,フロント,2018.07.10,72,5829,74.1,126
東松山カントリークラブ,西,Aグリーン,レディース,2018.07.10,東,Aグリーン,レディース,2018.07.10,72,5464,72.2,122
東松山カントリークラブ,西,Lグリーン,チャンピオン,2018.07.10,東,Lグリーン,チャンピオン,2018.07.10,72,6606,78.3,135
東松山カントリークラブ,西,Lグリーン,バック,2018.07.10,東,Lグリーン,バック,2018.07.10,72,6265,76.5,131
東松山カントリークラブ,西,Lグリーン,レギュラー,2018.07.10,東,Lグリーン,レギュラー,2018.07.10,72,6019,75.1,128
東松山カントリークラブ,西,Lグリーン,フロント,2018.07.10,東,Lグリーン,フロント,2018.07.10,72,5547,72.6,123
東松山カントリークラブ,西,Lグリーン,レディース,2018.07.10,東,Lグリーン,レディース,2018.07.10,72,5182,70.6,119
日高カントリークラブ,東,AG,バック,2011.07.26,西,AG,バック,2011.07.26,72,6961,81.0,143
日高カントリークラブ,東,AG,レギュラー,2011.07.26,西,AG,レギュラー,2011.07.26,72,6593,79.0,137
日高カントリークラブ,東,AG,フロント,2011.07.26,西,AG,フロント,2011.07.26,72,6351,77.6,134
日高カントリークラブ,東,AG,レディース,2011.07.26,西,AG,レディース,2011.07.26,72,6061,75.9,134
日高カントリークラブ,東,BG,バック,2011.07.26,西,BG,バック,2011.07.26,72,6728,79.8,140
日高カントリークラブ,東,BG,レギュラー,2011.07.26,西,BG,レギュラー,2011.07.26,72,6359,77.5,135
日高カントリークラブ,東,BG,フロント,2011.07.26,西,BG,フロント,2011.07.26,72,6129,76.3,134
日高カントリークラブ,東,BG,レディース,2011.07.26,西,BG,レディース,2011.07.26,72,5839,74.7,130
日高カントリークラブ,西,AG,バック,2011.07.26,南,AG,バック,2011.07.26,72,6541,78.8,141
日高カントリークラブ,西,AG,レギュラー,2011.07.26,南,AG,レギュラー,2011.07.26,72,6183,76.9,136
日高カントリークラブ,西,AG,フロント,2011.07.26,南,AG,フロント,2011.07.26,72,5949,75.3,131
日高カントリークラブ,西,AG,レディース,2011.07.26,南,AG,レディース,2011.07.26,72,5797,74.3,131
日高カントリークラブ,西,BG,バック,2011.07.26,南,BG,バック,2011.07.26,72,6386,78.2,138
日高カントリークラブ,西,BG,レギュラー,2011.07.26,南,BG,レギュラー,2011.07.26,72,6028,76.1,134
日高カントリークラブ,西,BG,フロント,2011.07.26,南,BG,フロント,2011.07.26,72,5794,74.4,130
日高カントリークラブ,西,BG,レディース,2011.07.26,南,BG,レディース,2011.07.26,72,5642,73.7,129
日高カントリークラブ,南,AG,バック,2011.07.26,東,AG,バック,2011.07.26,72,6482,78.4,141
日高カントリークラブ,南,AG,レギュラー,2011.07.26,東,AG,レギュラー,2011.07.26,72,6142,76.3,135
日高カントリークラブ,南,AG,フロント,2011.07.26,東,AG,フロント,2011.07.26,72,5898,74.7,134
日高カントリークラブ,南,AG,レディース,2011.07.26,東,AG,レディース,2011.07.26,72,5760,74.0,134
日高カントリークラブ,南,BG,バック,2011.07.26,東,BG,バック,2011.07.26,72,6324,77.6,140
日高カントリークラブ,南,BG,レギュラー,2011.07.26,東,BG,レギュラー,2011.07.26,72,5983,75.4,138
日高カントリークラブ,南,BG,フロント,2011.07.26,東,BG,フロント,2011.07.26,72,5751,74.3,135
日高カントリークラブ,南,BG,レディース,2011.07.26,東,BG,レディース,2011.07.26,72,5613,73.4,132
平成倶楽部鉢形城コース,アウト,Aグリーン,バック 1,2020.11.02,イン,Aグリーン,バック 1,2020.11.02,72,6579,78.5,140
平成倶楽部鉢形城コース,アウト,Aグリーン,バック 2,2020.11.02,イン,Aグリーン,バック 2,2020.11.02,72,6517,78.2,139
平成倶楽部鉢形城コース,アウト,Aグリーン,レギュラー 1,2020.11.02,イン,Aグリーン,レギュラー 1,2020.11.02,72,6091,75.7,134
平成倶楽部鉢形城コース,アウト,Aグリーン,レギュラー 2,2020.11.02,イン,Aグリーン,レギュラー 2,2020.11.02,72,5746,73.6,130
平成倶楽部鉢形城コース,アウト,Aグリーン,レディース 1,2020.11.02,イン,Aグリーン,レディース 1,2020.11.02,72,5132,70.0,124
平成倶楽部鉢形城コース,アウト,Aグリーン,レディース 2,2020.11.02,イン,Aグリーン,レディース 2,2020.11.02,72,5003,69.3,122
平成倶楽部鉢形城コース,アウト,Bグリーン,バック 1,2020.11.02,イン,Bグリーン,バック 1,2020.11.02,72,6191,76.7,136
平成倶楽部鉢形城コース,アウト,Bグリーン,バック 2,2020.11.02,イン,Bグリーン,バック 2,2020.11.02,72,6129,76.3,135
平成倶楽部鉢形城コース,アウト,Bグリーン,レギュラー 1,2020.11.02,イン,Bグリーン,レギュラー 1,2020.11.02,72,5702,73.8,131
平成倶楽部鉢形城コース,アウト,Bグリーン,レギュラー 2,2020.11.02,イン,Bグリーン,レギュラー 2,2020.11.02,72,5379,71.7,127
平成倶楽部鉢形城コース,アウト,Bグリーン,レディース 1,2020.11.02,イン,Bグリーン,レディース 1,2020.11.02,72,4772,68.3,120
平成倶楽部鉢形城コース,アウト,Bグリーン,レディース 2,2020.11.02,イン,Bグリーン,レディース 2,2020.11.02,72,4661,67.7,119
美里ゴルフ倶楽部,アウト,ベント,バック,2017.08.07,イン,ベント,バック,2017.08.07,72,7008,79.9,140
美里ゴルフ倶楽部,アウト,ベント,レギュラー,2017.08.07,イン,ベント,レギュラー,2017.08.07,72,6393,76.6,133
美里ゴルフ倶楽部,アウト,ベント,フロント1,2017.08.07,イン,ベント,フロント1,2017.08.07,72,5832,73.6,127
美里ゴルフ倶楽部,アウト,ベント,フロント2,2017.08.07,イン,ベント,フロント2,2017.08.07,72,5179,70.0,119
美里ゴルフ倶楽部,コース,グリーン,ティー,査定日,コース,グリーン,ティー,査定日,Par,Yards,CourseRating,SlopeRating
アクアラインゴルフクラブ,アウト,ベント,バック,2020.08.27,イン,ベント,バック,2020.08.27,72,6767,79.2,137
アクアラインゴルフクラブ,アウト,ベント,レギュラー,2020.08.27,イン,ベント,レギュラー,2020.08.27,72,6290,76.8,131
アクアラインゴルフクラブ,アウト,ベント,フロント1,2020.08.27,イン,ベント,フロント1,2020.08.27,72,5924,70.6,120
アコーディア・ゴルフ空港ゴルフコース成田,空港アウト,Aグリーン,バック,2017.03.30,空港イン,Aグリーン,バック,2017.03.30,72,6894,77.3,138
アコーディア・ゴルフ空港ゴルフコース成田,空港アウト,Aグリーン,レギュラー,2017.03.30,空港イン,Aグリーン,レギュラー,2017.03.30,72,6354,74.4,131
アコーディア・ゴルフ空港ゴルフコース成田,空港アウト,Aグリーン,レディース,2017.03.30,空港イン,Aグリーン,レディース,2017.03.30,72,5192,68.0,118
アコーディア・ゴルフ空港ゴルフコース成田,空港アウト,Bグリーン,バック,2017.03.30,空港イン,Bグリーン,バック,2017.03.30,72,6581,75.1,133
アコーディア・ゴルフ空港ゴルフコース成田,空港アウト,Bグリーン,レギュラー,2017.03.30,空港イン,Bグリーン,レギュラー,2017.03.30,72,6029,72.3,128
アコーディア・ゴルフ空港ゴルフコース成田,空港アウト,Bグリーン,レディース,2017.03.30,空港イン,Bグリーン,レディース,2017.03.30,72,4914,66.0,114
アコーディア・ゴルフ習志野カントリークラブ,キングアウト,A-Green,バック,2013.07.12,キングイン,A-Green,バック,2013.07.12,72,7011,80.0,140
アコーディア・ゴルフ習志野カントリークラブ,キングアウト,A-Green,レギュラー,2013.07.12,キングイン,A-Green,レギュラー,2013.07.12,72,6678,78.1,137
アコーディア・ゴルフ習志野カントリークラブ,キングアウト,A-Green,フロント1,2013.07.12,キングイン,A-Green,フロント1,2013.07.12,72,6296,75.8,132
アコーディア・ゴルフ習志野カントリークラブ,キングアウト,A-Green,フロント2,2013.07.12,キングイン,A-Green,フロント2,2013.07.12,72,5579,71.6,124
アコーディア・ゴルフ習志野カントリークラブ,キングアウト,B-Green,バック,2013.07.12,キングイン,B-Green,バック,2013.07.12,72,6734,78.7,138
アコーディア・ゴルフ習志野カントリークラブ,キングアウト,B-Green,レギュラー,2013.07.12,キングイン,B-Green,レギュラー,2013.07.12,72,6401,76.7,135
アコーディア・ゴルフ習志野カントリークラブ,キングアウト,B-Green,フロント1,2013.07.12,キングイン,B-Green,フロント1,2013.07.12,72,6019,74.4,130
アコーディア・ゴルフ習志野カントリークラブ,キングアウト,B-Green,フロント2,2013.07.12,キングイン,B-Green,フロント2,2013.07.12,72,5306,70.0,122
アコーディア・ゴルフ習志野カントリークラブ,クィーンアウト,A-Green,バック,2013.07.12,クィーンイン,A-Green,バック,2013.07.12,72,6579,77.8,136
アコーディア・ゴルフ習志野カントリークラブ,クィーンアウト,A-Green,レギュラー,2013.07.12,クィーンイン,A-Green,レギュラー,2013.07.12,72,6208,75.4,130
アコーディア・ゴルフ習志野カントリークラブ,クィーンアウト,A-Green,フロント1,2013.07.12,クィーンイン,A-Green,フロント1,2013.07.12,72,5907,73.5,128
アコーディア・ゴルフ習志野カントリークラブ,クィーンアウト,A-Green,フロント2,2013.07.12,クィーンイン,A-Green,フロント2,2013.07.12,72,5620,71.7,125
アコーディア・ゴルフ習志野カントリークラブ,クィーンアウト,B-Green,バック,2013.07.12,クィーンイン,B-Green,バック,2013.07.12,72,6400,76.4,133
アコーディア・ゴルフ習志野カントリークラブ,クィーンアウト,B-Green,レギュラー,2013.07.12,クィーンイン,B-Green,レギュラー,2013.07.12,72,6029,74.2,128
アコーディア・ゴルフ習志野カントリークラブ,クィーンアウト,B-Green,フロント1,2013.07.12,クィーンイン,B-Green,フロント1,2013.07.12,72,5738,72.3,124
アコーディア・ゴルフ習志野カントリークラブ,クィーンアウト,B-Green,フロント2,2013.07.12,クィーンイン,B-Green,フロント2,2013.07.12,72,5441,70.5,122
麻倉ゴルフ倶楽部,アウト,ベント,チャンピオン,2009.08.31,イン,ベント,チャンピオン,2009.08.31,72,7103,78.7,143
麻倉ゴルフ倶楽部,アウト,ベント,バッグ,2009.08.31,イン,ベント,バッグ,2009.08.31,72,6657,76.4,137
麻倉ゴルフ倶楽部,アウト,ベント,レギュラー,2009.08.31,イン,ベント,レギュラー,2009.08.31,72,6268,74.3,132
麻倉ゴルフ倶楽部,アウト,ベント,レディース,2009.08.31,イン,ベント,レディース,2009.08.31,72,5534,70.5,122
姉ヶ崎カントリー倶楽部,東アウト,Aグリーン,バック,2017.08.22,東イン,Aグリーン,バック,2017.08.22,72,6831,79.1,139
姉ヶ崎カントリー倶楽部,東アウト,Aグリーン,レギュラー,2017.08.22,東イン,Aグリーン,レギュラー,2017.08.22,72,6458,77.1,135
姉ヶ崎カントリー倶楽部,東アウト,Aグリーン,フロント1,2017.08.22,東イン,Aグリーン,フロント1,2017.08.22,72,6011,74.7,129
姉ヶ崎カントリー倶楽部,東アウト,Aグリーン,フロント2,2017.08.22,東イン,Aグリーン,フロント2,2017.08.22,72,5358,71.1,122
姉ヶ崎カントリー倶楽部,東アウト,Bグリーン,バック,2017.08.22,東イン,Bグリーン,バック,2017.08.22,72,6551,77.3,137
姉ヶ崎カントリー倶楽部,東アウト,Bグリーン,レギュラー,2017.08.22,東イン,Bグリーン,レギュラー,2017.08.22,72,6178,75.3,132
姉ヶ崎カントリー倶楽部,東アウト,Bグリーン,フロント1,2017.08.22,東イン,Bグリーン,フロント1,2017.08.22,72,5731,72.9,127
姉ヶ崎カントリー倶楽部,東アウト,Bグリーン,フロント2,2017.08.22,東イン,Bグリーン,フロント2,2017.08.22,72,5078,69.4,120
姉ヶ崎カントリー倶楽部,西アウト,Aグリーン,バック,2010.07.11,西イン,Aグリーン,バック,2010.07.11,72,6828,77.8,141
