Unnamed: 0,コース１,コース１.1,コース１.2,コース１.3,コース2,コース2.1,コース2.2,コース2.3,Par,Yards,CourseRating,SlopeRating
御前水ゴルフ倶楽部,Aアウト,ベント,レギュラー,2020.05.11,Aイン,ベント,レギュラー,2020.05.11,72,6432,77.0,138
御前水ゴルフ倶楽部,Aアウト,ベント,フロント,2020.05.11,Aイン,ベント,フロント,2020.05.11,72,6101,75.1,134
御前水ゴルフ倶楽部,Aアウト,ベント,レディース,2020.05.11,Aイン,ベント,レディース,2020.05.11,72,5483,71.7,127
御前水ゴルフ倶楽部,Aアウト,ベント,レディース2,2020.05.11,Aイン,ベント,レディース2,2020.05.11,72,5171,70.0,123
御前水ゴルフ倶楽部,Bアウト,ベント,チャンピオン,2020.05.11,Bイン,ベント,チャンピオン,2020.05.11,72,7013,80.2,145
御前水ゴルフ倶楽部,Bアウト,ベント,バック,2020.05.11,Bイン,ベント,バック,2020.05.11,72,6505,77.2,139
御前水ゴルフ倶楽部,Bアウト,ベント,レギュラー,2020.05.11,Bイン,ベント,レギュラー,2020.05.11,72,6192,75.5,135
御前水ゴルフ倶楽部,Bアウト,ベント,フロント,2020.05.11,Bイン,ベント,フロント,2020.05.11,72,5878,73.8,132
御前水ゴルフ倶楽部,Bアウト,ベント,レディース,2020.05.11,Bイン,ベント,レディース,2020.05.11,72,5490,71.7,127
御前水ゴルフ倶楽部,Bアウト,ベント,レディース2,2020.05.11,Bイン,ベント,レディース2,2020.05.11,72,5178,70.0,123
ゴルフ5カントリー美唄コース,東,ベント,チャンピオン,2021.09.27,中,ベント,チャンピオン,2021.09.27,72,7185,82.3,152
ゴルフ5カントリー美唄コース,東,ベント,バック,2021.09.27,中,ベント,バック,2021.09.27,72,6531,78.7,144
ゴルフ5カントリー美唄コース,東,ベント,レギュラー,2021.09.27,中,ベント,レギュラー,2021.09.27,72,6028,75.9,139
ゴルフ5カントリー美唄コース,東,ベント,フロント,2021.09.27,中,ベント,フロント,2021.09.27,72,5131,70.9,128
ゴルフ5カントリー美唄コース,中,ベント,チャンピオン,2021.09.27,西,ベント,チャンピオン,2021.09.27,72,6979,81.4,148
ゴルフ5カントリー美唄コース,中,ベント,バック,2021.09.27,西,ベント,バック,2021.09.27,72,6403,78.2,140
ゴルフ5カントリー美唄コース,中,ベント,レギュラー,2021.09.27,西,ベント,レギュラー,2021.09.27,72,5965,75.8,136
ゴルフ5カントリー美唄コース,中,ベント,フロント,2021.09.27,西,ベント,フロント,2021.09.27,72,5146,71.2,126
ゴルフ5カントリー美唄コース,西,ベント,チャンピオン,2021.09.27,東,ベント,チャンピオン,2021.09.27,72,7032,81.3,149
ゴルフ5カントリー美唄コース,西,ベント,バック,2021.09.27,東,ベント,バック,2021.09.27,72,6418,77.9,141
ゴルフ5カントリー美唄コース,西,ベント,レギュラー,2021.09.27,東,ベント,レギュラー,2021.09.27,72,5901,75.1,136
ゴルフ5カントリー美唄コース,西,ベント,フロント,2021.09.27,東,ベント,フロント,2021.09.27,72,5007,70.1,125
札樽ゴルフ倶楽部,アウト,ベント,バック,2018.08.03,イン,ベント,バック,2018.08.03,71,6422,78.2,141
札樽ゴルフ倶楽部,アウト,ベント,レギュラー,2018.08.03,イン,ベント,レギュラー,2018.08.03,71,6029,76.0,137
札樽ゴルフ倶楽部,アウト,ベント,フロント,2018.08.03,イン,ベント,フロント,2018.08.03,71,5695,74.2,133
札樽ゴルフ倶楽部,アウト,ベント,レディース,2018.08.03,イン,ベント,レディース,2018.08.03,71,4374,66.8,117
札幌エルムカントリークラブ,西アウト,ベント(右),チャンピオン,2017.04.24,西イン,ベント(右),チャンピオン,2017.04.24,72,6806,79.0,139
札幌エルムカントリークラブ,西アウト,ベント(右),レギュラー,2017.04.24,西イン,ベント(右),レギュラー,2017.04.24,72,6377,76.6,134
札幌エルムカントリークラブ,西アウト,ベント(右),フロント,2017.04.24,西イン,ベント(右),フロント,2017.04.24,72,5541,71.9,124
札幌エルムカントリークラブ,西アウト,ベント(左),チャンピオン,2017.04.24,西イン,ベント(左),チャンピオン,2017.04.24,72,6790,79.0,138
札幌エルムカントリークラブ,西アウト,ベント(左),レギュラー,2017.04.24,西イン,ベント(左),レギュラー,2017.04.24,72,6363,76.6,133
札幌エルムカントリークラブ,西アウト,ベント(左),フロント,2017.04.24,西イン,ベント(左),フロント,2017.04.24,72,5522,71.9,123
札幌エルムカントリークラブ,東アウト,ベント,チャンピオン,2017.04.25,東イン,ベント,チャンピオン,2017.04.25,72,6755,79.4,142
札幌エルムカントリークラブ,東アウト,ベント,レギュラー,2017.04.25,東イン,ベント,レギュラー,2017.04.25,72,6279,76.7,136
札幌エルムカントリークラブ,東アウト,ベント,フロント,2017.04.25,東イン,ベント,フロント,2017.04.25,72,5410,71.9,126
札幌ゴルフ倶楽部,輪厚アウト,ベント,チャンピオン,2020.10.28,輪厚イン,ベント,チャンピオン,2020.10.28,72,7063,81.3,148
札幌ゴルフ倶楽部,輪厚アウト,ベント,レギュラー,2020.10.28,輪厚イン,ベント,レギュラー,2020.10.28,72,6447,78.0,141
札幌ゴルフ倶楽部,輪厚アウト,ベント,フロント,2020.10.28,輪厚イン,ベント,フロント,2020.10.28,72,6097,76.0,137
札幌ゴルフ倶楽部,由仁アウト,Aベント,チャンピオン,2020.10.29,由仁イン,Aベント,チャンピオン,2020.10.29,72,7031,81.1,148
札幌ゴルフ倶楽部,由仁アウト,Aベント,レギュラー,2020.10.29,由仁イン,Aベント,レギュラー,2020.10.29,72,6452,77.9,141
札幌ゴルフ倶楽部,由仁アウト,Aベント,フロント,2020.10.29,由仁イン,Aベント,フロント,2020.10.29,72,5814,74.4,134
札幌ゴルフ倶楽部,由仁アウト,Bベント,チャンピオン,2020.10.29,由仁イン,Bベント,チャンピオン,2020.10.29,72,7005,81.2,147
札幌ゴルフ倶楽部,由仁アウト,Bベント,レギュラー,2020.10.29,由仁イン,Bベント,レギュラー,2020.10.29,72,6433,78.0,140
札幌ゴルフ倶楽部,由仁アウト,Bベント,フロント,2020.10.29,由仁イン,Bベント,フロント,2020.10.29,72,5796,74.5,133
札幌スコットヒルゴルフ倶楽部,アウト,ベント,チャンピオン,2016.05.20,イン,ベント,チャンピオン,2016.05.20,72,7019,80.6,148
札幌スコットヒルゴルフ倶楽部,アウト,ベント,レギュラー,2016.05.20,イン,ベント,レギュラー,2016.05.20,72,6593,78.2,143
札幌スコットヒルゴルフ倶楽部,アウト,ベント,フロント,2016.05.20,イン,ベント,フロント,2016.05.20,72,6289,76.5,139
札幌スコットヒルゴルフ倶楽部,アウト,ベント,レディース,2016.05.20,イン,ベント,レディース,2016.05.20,72,5413,71.6,129
札幌テイネゴルフ倶楽部,うぐいす,ベント,バック,2015.05.20,きつつき,ベント,バック,2015.05.20,72,6214,77.0,141
札幌テイネゴルフ倶楽部,うぐいす,ベント,レギュラー,2015.05.20,きつつき,ベント,レギュラー,2015.05.20,72,5938,75.5,138
札幌テイネゴルフ倶楽部,うぐいす,ベント,フロント,2015.05.20,きつつき,ベント,フロント,2015.05.20,72,5419,72.6,132
札幌テイネゴルフ倶楽部,うぐいす,ベント,ゴールド,2015.05.20,きつつき,ベント,ゴールド,2015.05.20,72,4723,68.7,123
札幌テイネゴルフ倶楽部,きつつき,ベント,バック,2015.05.20,らいちょう,ベント,バック,2015.05.20,72,6076,76.1,131
札幌テイネゴルフ倶楽部,きつつき,ベント,レギュラー,2015.05.20,らいちょう,ベント,レギュラー,2015.05.20,72,5803,74.6,129
札幌テイネゴルフ倶楽部,きつつき,ベント,フロント,2015.05.20,らいちょう,ベント,フロント,2015.05.20,72,5495,72.9,125
札幌テイネゴルフ倶楽部,きつつき,ベント,ゴールド,2015.05.20,らいちょう,ベント,ゴールド,2015.05.20,72,4803,69.0,116
札幌テイネゴルフ倶楽部,らいちょう,ベント,バック,2015.05.20,うぐいす,ベント,バック,2015.05.20,72,6122,76.3,134
札幌テイネゴルフ倶楽部,らいちょう,ベント,レギュラー,2015.05.20,うぐいす,ベント,レギュラー,2015.05.20,72,5867,74.9,131
札幌テイネゴルフ倶楽部,らいちょう,ベント,フロント,2015.05.20,うぐいす,ベント,フロント,2015.05.20,72,5336,71.9,125
札幌テイネゴルフ倶楽部,らいちょう,ベント,ゴールド,2015.05.20,うぐいす,ベント,ゴールド,2015.05.20,72,4556,67.5,115
札幌芙蓉カントリー倶楽部,OUT,ベント,バック,2018.04.13,IN,ベント,バック,2018.04.13,72,6840,79.6,141
札幌芙蓉カントリー倶楽部,OUT,ベント,レギュラー,2018.04.13,IN,ベント,レギュラー,2018.04.13,72,6365,76.9,135
札幌芙蓉カントリー倶楽部,OUT,ベント,フロント,2018.04.13,IN,ベント,フロント,2018.04.13,72,5925,74.5,130
札幌芙蓉カントリー倶楽部,OUT,ベント,レディース,2018.04.13,IN,ベント,レディース,2018.04.13,72,5440,71.9,126
札幌ベイゴルフ倶楽部,アウト,ベント,Gold,2016.05.17,イン,ベント,Gold,2016.05.17,72,7018,81.7,153
札幌ベイゴルフ倶楽部,アウト,ベント,Blue,2016.05.17,イン,ベント,Blue,2016.05.17,72,6476,78.6,147
札幌ベイゴルフ倶楽部,アウト,ベント,White,2016.05.17,イン,ベント,White,2016.05.17,72,5948,75.8,141
札幌ベイゴルフ倶楽部,アウト,ベント,Red,2016.05.17,イン,ベント,Red,2016.05.17,72,5151,71.3,131
札幌南ゴルフクラブ駒丘コース,アウト,ベント,チャンピオン,2014.11.10,イン,ベント,チャンピオン,2014.11.10,72,6740,79.5,142
札幌南ゴルフクラブ駒丘コース,アウト,ベント,レギュラー,2014.11.10,イン,ベント,レギュラー,2014.11.10,72,6380,77.6,138
札幌南ゴルフクラブ駒丘コース,アウト,ベント,フロント,2014.11.10,イン,ベント,フロント,2014.11.10,72,6108,76.0,135
札幌南ゴルフクラブ駒丘コース,アウト,ベント,レディース,2014.11.10,イン,ベント,レディース,2014.11.10,72,5550,72.9,128
札幌リージェントゴルフ倶楽部,旧アウト,ベント,バック,2017.04.14,旧イン,ベント,バック,2017.04.14,72,6795,79.0,142
札幌リージェントゴルフ倶楽部,旧アウト,ベント,レギュラー,2017.04.14,旧イン,ベント,レギュラー,2017.04.14,72,6343,76.5,136
札幌リージェントゴルフ倶楽部,旧アウト,ベント,フロント,2017.04.14,旧イン,ベント,フロント,2017.04.14,72,6011,74.7,132
札幌リージェントゴルフ倶楽部,旧アウト,ベント,レディース,2017.04.14,旧イン,ベント,レディース,2017.04.14,72,5713,73.0,129
札幌リージェントゴルフ倶楽部,新アウト,ベント,バック,2015.11.06,新イン,ベント,バック,2015.11.06,72,6672,77.6,139
札幌リージェントゴルフ倶楽部,新アウト,ベント,レギュラー,2015.11.06,新イン,ベント,レギュラー,2015.11.06,72,6016,74.0,131
札幌リージェントゴルフ倶楽部,新アウト,ベント,フロント,2015.11.06,新イン,ベント,フロント,2015.11.06,72,5767,72.6,128
札幌リージェントゴルフ倶楽部,新アウト,ベント,レディース,2015.11.06,新イン,ベント,レディース,2015.11.06,72,5319,70.1,123
サホロカントリークラブ,アウト,ベント,バック,2016.05.28,イン,ベント,バック,2016.05.28,72,6928,79.3,146
サホロカントリークラブ,アウト,ベント,レギュラー,2016.05.28,イン,ベント,レギュラー,2016.05.28,72,6526,77.1,141
サホロカントリークラブ,アウト,ベント,フロント,2016.05.28,イン,ベント,フロント,2016.05.28,72,6090,74.7,136
サホロカントリークラブ,アウト,ベント,レディース,2016.05.28,イン,ベント,レディース,2016.05.28,72,5323,70.4,127
サロベツカントリークラブ,アウト,ベント,バック,2017.07.21,イン,ベント,バック,2017.07.21,72,6629,78.9,139
サロベツカントリークラブ,アウト,ベント,レギュラー,2017.07.21,イン,ベント,レギュラー,2017.07.21,72,6183,76.4,134
サロベツカントリークラブ,アウト,ベント,フロント,2017.07.21,イン,ベント,フロント,2017.07.21,72,5678,73.6,127
サロベツカントリークラブ,アウト,ベント,レディース,2017.07.21,イン,ベント,レディース,2017.07.21,72,5271,71.3,123
札幌北広島ゴルフ倶楽部,西アウト,ベント,バック,2021.09.22,西イン,ベント,バック,2021.09.22,72,6723,78.0,143
札幌北広島ゴルフ倶楽部,西アウト,ベント,レギュラー,2021.09.22,西イン,ベント,レギュラー,2021.09.22,72,6298,75.7,137
札幌北広島ゴルフ倶楽部,西アウト,ベント,フロント,2021.09.22,西イン,ベント,フロント,2021.09.22,72,5856,73.2,132
札幌北広島ゴルフ倶楽部,西アウト,ベント,レディース,2021.09.22,西イン,ベント,レディース,2021.09.22,72,4870,67.7,121
札幌北広島ゴルフ倶楽部,東アウト,ベント,バック,2016.05.24,東イン,ベント,バック,2016.05.24,72,6428,77.3,136
札幌北広島ゴルフ倶楽部,東アウト,ベント,レギュラー,2016.05.24,東イン,ベント,レギュラー,2016.05.24,72,5980,74.8,131
札幌北広島ゴルフ倶楽部,東アウト,ベント,フロント,2016.05.24,東イン,ベント,フロント,2016.05.24,72,5701,73.2,128
札幌北広島ゴルフ倶楽部,東アウト,ベント,レディース,2016.05.24,東イン,ベント,レディース,2016.05.24,72,5090,69.8,121
札幌北広島ゴルフ倶楽部,南アウト,ベント,バック,2016.05.24,南イン,ベント,バック,2016.05.24,72,6587,77.8,143
札幌北広島ゴルフ倶楽部,南アウト,ベント,レギュラー,2016.05.24,南イン,ベント,レギュラー,2016.05.24,72,6117,75.2,138
札幌北広島ゴルフ倶楽部,南アウト,ベント,フロント,2016.05.24,南イン,ベント,フロント,2016.05.24,72,5759,73.2,134
札幌北広島ゴルフ倶楽部,南アウト,ベント,レディース,2016.05.24,南イン,ベント,レディース,2016.05.24,72,5129,69.7,126
札幌国際カントリークラブ,A,ベント,チャンピオン,2017.10.16,B,ベント,チャンピオン,2017.10.16,72,6915,80.4,142
札幌国際カントリークラブ,A,ベント,レギュラー,2017.10.16,B,ベント,レギュラー,2017.10.16,72,6406,77.5,136
札幌国際カントリークラブ,A,ベント,フロント,2017.10.16,B,ベント,フロント,2017.10.16,72,5716,73.9,128
札幌国際カントリークラブ,B,ベント,チャンピオン,2017.10.16,C,ベント,チャンピオン,2017.10.16,72,6785,79.6,141
札幌国際カントリークラブ,B,ベント,レギュラー,2017.10.16,C,ベント,レギュラー,2017.10.16,72,6217,76.4,134
札幌国際カントリークラブ,B,ベント,フロント,2017.10.16,C,ベント,フロント,2017.10.16,72,5603,73.2,127
